age,gender,city,occupation,monthly_income,favorite_ipl_team,matches_watched_per_season,fantasy_cricket_user,preferred_social_media_platform,sports_content_watch_hours_per_week,preferred_content_format,social_media_activity_during_matches,sports_equipment_spending_per_month,preferred_shopping_platform,likely_to_buy_cricket_kit,cluster,cluster_label
-1.1498547708811926,0.7715308156211609,0.3394088344715023,0.2079003033971988,-1.12959572932517,0.1011203916963897,0.4087103391527736,0.920307393868181,-0.4108240150088804,0.5936970929767834,0.8637677229720243,-1.0775117223646489,-0.1743283951845737,-0.9501804779455229,1,1,Budget IPL Enthusiasts
0.1074059907820917,-1.2961245095504037,-1.260094214455883,0.94888916479251,0.4433179117460823,1.125000924784232,-0.7649124881738556,-1.0865934650343947,1.6432960600355222,-0.7554103552603421,-0.0267144656589284,1.3322589027320104,-1.209082036816723,0.8330000436680589,0,0,High Income Casual Viewers
-1.439991869726566,0.7715308156211609,-0.4603426899921905,0.2079003033971988,-1.30436391166642,1.4662944358135126,0.9955217528160882,0.920307393868181,-0.4108240150088804,0.9735428793736438,0.8637677229720243,-1.0775117223646489,0.4292778957675133,-0.9501804779455229,1,1,Budget IPL Enthusiasts
0.8811049210364206,0.7715308156211609,-0.3103892791552481,-1.2740774193934234,1.2006467018915,0.7837074137549511,-1.458416886139591,-1.0865934650343947,-1.4378840525310816,-1.2662374473112925,-0.9171966542898812,0.1273735901836806,-0.6917052160006484,1.7245903044748498,0,0,High Income Casual Viewers
-0.5695805731904461,-1.2961245095504037,0.889238007540291,0.94888916479251,-0.0227305744972516,-1.6053471634500138,1.2089077214209298,0.920307393868181,-0.4108240150088804,1.3271924046396868,0.8637677229720243,-1.0775117223646489,-0.3467873354565986,-0.9501804779455229,1,1,Budget IPL Enthusiasts
-0.9564300383176104,0.7715308156211609,0.0894864830765982,-2.0150662807887345,-0.8383154254230861,-0.2401731193328909,-0.5515265195690139,0.920307393868181,1.6432960600355222,-0.5851346579100252,-0.0267144656589284,1.3322589027320104,1.3778020672636502,-0.0585902171387318,1,3,Low Engagement Users
-0.1827311080632816,0.7715308156211609,-0.9102029225030176,0.94888916479251,0.2394216990146237,-1.264053652420733,0.5687498156064048,-1.0865934650343947,-0.4108240150088804,0.7508746597616912,0.8637677229720243,-1.0775117223646489,-1.4677704472247604,0.8330000436680589,0,1,Budget IPL Enthusiasts
-1.6334166022901482,-1.2961245095504037,-0.4103582197132097,0.2079003033971988,-1.4208760332272536,1.125000924784232,-0.6582195038714348,0.920307393868181,0.6162360225133209,-0.7947047469565689,-1.8076788429208337,0.1273735901836806,-1.036623096544698,-0.9501804779455229,1,3,Low Engagement Users
0.4942554559092562,0.7715308156211609,-1.0601563333399602,-0.5330885579981124,0.8219823068187913,-1.6053471634500138,0.835482276362457,-1.0865934650343947,-0.4108240150088804,0.6460896152384192,0.8637677229720243,-1.0775117223646489,2.153867298487762,-0.0585902171387318,0,2,Premium Hardcore IPL Fans
-0.7630053057540283,0.7715308156211609,-1.609985506408749,0.94888916479251,-0.284882848009127,-0.9227601413914523,-1.7251493468956431,0.920307393868181,-1.4378840525310816,-1.410316883530791,-0.9171966542898812,0.1273735901836806,-0.0880989250485612,-0.9501804779455229,1,3,Low Engagement Users
